_id,title,description,release_date,genre,director,rating,cast[0].actor,cast[1].actor,cast[2].actor,cast[3].actor,cast[4].actor,cast[5].actor,cast[6].actor,cast[7].actor,cast[8].actor,cast[9].actor,cast[10].actor,cast[11].actor,cast[12].actor,cast[13].actor,cast[14].actor,cast[15].actor,cast[16].actor,cast[17].actor,cast[18].actor,cast[19].actor,cast[20].actor,cast[21].actor,cast[22].actor,cast[23].actor,cast[24].actor,cast[25].actor,cast[26].actor,cast[27].actor,cast[28].actor,cast[29].actor,cast[30].actor,cast[0].role,cast[1].role,cast[2].role,cast[3].role,cast[4].role,cast[5].role,cast[6].role,cast[7].role,cast[8].role,cast[9].role,cast[10].role,cast[11].role,cast[12].role,cast[13].role,cast[14].role,cast[15].role,cast[16].role,cast[17].role,cast[18].role,cast[19].role,cast[20].role,cast[21].role,cast[22].role,cast[23].role,cast[24].role,cast[25].role,cast[26].role,cast[27].role,cast[28].role,cast[29].role,cast[30].role,cast[0]._id,cast[1]._id,cast[2]._id,cast[3]._id,cast[4]._id,cast[5]._id,cast[6]._id,cast[7]._id,cast[8]._id,cast[9]._id,cast[10]._id,cast[11]._id,cast[12]._id,cast[13]._id,cast[14]._id,cast[15]._id,cast[16]._id,cast[17]._id,cast[18]._id,cast[19]._id,cast[20]._id,cast[21]._id,cast[22]._id,cast[23]._id,cast[24]._id,cast[25]._id,cast[26]._id,cast[27]._id,cast[28]._id,cast[29]._id,cast[30]._id,poster_url,is_deleted,__v,test_poster_url,language,banner_url,runtime,writer,trailer_url,view_count,created_at,updated_at,deleted_at
67791a4709444f5a0efd8046,Tikdam,"Tikdam is a 2024 Indian Hindi-language children's film written and directed by Vivek Anchalia. Produced by Jio Studios, it stars Amit Sial, Arisht Jain, Aarohi Saud, Divyansh Dwivedi and Nayan Bhatt",2024-08-23T00:00:00.000Z,"Family, Drama",Vivek Anchalia,0,Amit Sial,Divyansh Dwivedi,Aarohi Saud,Arisht Jain,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,67791a4709444f5a0efd8047,67791a4709444f5a0efd8048,67791a4709444f5a0efd8049,67791a4709444f5a0efd804a,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735989825140-moviu poster-Tikdam-01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735989825145-moviu banner-Tikdam-01.png,01:58,Vivek Anchalia,,,,,
67791d9409444f5a0efd81a2,CTRL,"Nella and Joe are the perfect influencer couple, but when he cheats on her, she turns to an AI app to erase him digitally from her life, only to discover that he has disappeared in real life as well",2024-10-04T00:00:00.000Z,"Thriller, Drama",Vikramaditya Motwane,0,Ananya Panday,Vihaan Samat,Devika Vatsa,Aparshakti Khurana,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,67791d9409444f5a0efd81a3,67791d9409444f5a0efd81a4,67791d9409444f5a0efd81a5,67791d9409444f5a0efd81a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735990670333-moviu poster-CTRL -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735990670338-moviu banner-CTRL -01.png,01:39,"Vikramaditya Motwane, Avinash Sampath, Sumukhi Suresh",,,,,
67791ed909444f5a0efd830a,Murder Mubarak,"During a murder investigation, a non-traditional police officer turns a spotlight on an array of suspects. He steps into their world as an outsider, only to find there is so much more than what meets the eye.",2024-03-15T00:00:00.000Z,"Mystery, Comedy",Homi Adajania,0,Sara Ali Khan,Vijay Varma,Karisma Kapoor,Pankaj Tripathi,Sanjay Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,,,,,,,,,,,,,,,,,,,,,,,,,,,67791ed909444f5a0efd830b,67791ed909444f5a0efd830c,67791ed909444f5a0efd830d,67791ed909444f5a0efd830e,67791ed909444f5a0efd830f,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735990995213-moviu poster-Murder Mubarak-01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735990995218-moviu banner-Murder Mubarak-01.png,02:22,"Gazal Dhaliwal, Tamojit Das, Suprotim Sengupta",,,,,
6779209909444f5a0efd85db,Bhakshak,A struggling local journalist begins a dogged investigation into harrowing cases of abuse being covered up at a shelter for young girls.,2024-02-09T00:00:00.000Z,"Thriller, Crime",Pulkit,0,Bhumi Pednekar,Aditya Srivastav,Sai Tamhankar,Surya Sharma,Samta Sudiksha,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,,,,,,,,,,,,,,,,,,,,,,,,,,,6779209909444f5a0efd85dc,6779209909444f5a0efd85dd,6779209909444f5a0efd85de,6779209909444f5a0efd85df,6779209909444f5a0efd85e0,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735991442121-moviu poster-Bhakshak-01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735991442126-moviu banner-Bhakshak-01.png,02:15,Jyotsana Nath Pulkit,,,,,
6779228f09444f5a0efd8a4d,Rautu Ka Raaz,"Rautu Ka Raaz is a 2024 Indian Hindi-language mystery film directed by Anand Surapur and produced by Zee Studios along with Umesh Kr Bansal, Anand Surapur and Chintu Srivastava. The film stars Nawazuddin Siddiqui, Narayani Shastri, Rajesh Kumar and Atul Tiwari in key roles. It was featured at the 54th IFFI",2024-06-28T00:00:00.000Z,Mystery,Anand Surapur,0,Nawazuddin Siddiqui,Atul Tiwari,Narayani Shastri,Rajesh Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779228f09444f5a0efd8a4e,6779228f09444f5a0efd8a4f,6779228f09444f5a0efd8a50,6779228f09444f5a0efd8a51,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735991944654-moviu poster-Rautu Ka Raaz -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735991944660-moviu banner-Rautu Ka Raaz -01.png,01:55,"Anand Surapur, Shariq Patel",,,,,
6779254109444f5a0efd91b9,Silence 2: The Night Owl Bar Shootout,"ACP Avinash Verma and his SCU are called upon by the Commissioner of Police to investigate a mass shoot-out at the Night Owl Bar in Mumbai. Layers begin to peel at something bigger, deeper, and darker at play.",2024-04-16T00:00:00.000Z,Mystery,Aban Bharucha Deohans,0,Parul Gulati,Prachi Desai,Manoj Bajpayee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779254109444f5a0efd91ba,6779254109444f5a0efd91bb,6779254109444f5a0efd91bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735992635627-moviu poster-Silence 2- The Night Owl Bar Shootout -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735992635628-moviu banner-Silence 2- The Night Owl Bar Shootout -01.png,02:22,Aban Bharucha Deohans,,,,,
6779268b09444f5a0efd998c,Hanu-Man,"In the tranquil village of Anjanadri, a petty thief stumbles upon Hanuman-like abilities. With the impending threats, he rises to become the hero they need.",2024-01-12T00:00:00.000Z,"Action, Adventure",Prasanth Varma,0,Teja Sajja,Amritha Aiyer,Ravi Teja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779268b09444f5a0efd998d,6779268b09444f5a0efd998e,6779268b09444f5a0efd998f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735992965042-moviu poster-Hanu-Man -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735992965042-moviu banner-Hanu-Man -01.png,02:38,Jyotsana Nath,,,,,
6779288b09444f5a0efda164,Phir Aayi Hasseen Dillruba,"Rani and Rishu try to flee the country in order to evade the police trying the investigate their troubled past. Left with no options, Rani decides to ask a gentle-mannered suitor for help.",2024-08-09T00:00:00.000Z,"Thriller, Romance",Jayprad Desai,0,Sunny Kaushal,Taapsee Pannu,Vikrant Massey,Bhumika Dube,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779288b09444f5a0efda165,6779288b09444f5a0efda166,6779288b09444f5a0efda167,6779288b09444f5a0efda168,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735993476588-moviu poster-Phir Aayi Hasseen Dillruba -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735993476589-moviu banner-Phir Aayi Hasseen Dillruba -01.png,02:13,Kanika Dhillon,,,,,
677929a509444f5a0efda313,Savi,"When Nakul is wrongly accused of his boss's murder, his wife Savi refuses to give up. Convinced of his innocence, she plans a risky prison break, determined to reunite with her husband.",2024-05-31T00:00:00.000Z,Family,Abhinay Deo,0,Divya Khosla Kumar,Harshvardhan Rane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677929a509444f5a0efda314,677929a509444f5a0efda315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735993759762-moviu poster-Savi-01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735993759763-moviu banner-Savi-01.png,02:02,Savi Sharma,,,,,
67792bca09444f5a0efda4f2,Crew,Crew is a 2024 Indian Hindi-language heist comedy film directed by Rajesh A Krishnan and written by Nidhi Mehra and Mehul Suri,2024-03-29T00:00:00.000Z,"Drama, Comedy",Rajesh A Krishnan,0,Kriti Sanon,Kareena Kapoor Khan,Tabu,Diljit Dosanjh,Kapil Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,,,,,,,,,,,,,,,,,,,,,,,,,,,67792bca09444f5a0efda4f3,67792bca09444f5a0efda4f4,67792bca09444f5a0efda4f5,67792bca09444f5a0efda4f6,67792bca09444f5a0efda4f7,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735994308924-moviu poster-Crew -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735994308925-moviu banner-Crew -01.png,01:58,"Nidhi Mehra, Mehul Suri",,,,,
67792d3109444f5a0efda525,Teri Baaton Mein Aisa Uljha Jiya,"A robotics engineer falls in love with an intelligent female robot mistaking her for a real woman in Los Angeles. Though he gets heartbroken and returns to India, he later decides to marry her.",2024-02-09T00:00:00.000Z,"Romance, Comedy","Amit Joshi, Aradhana Sah",0,Kriti Sanon,Shahid Kapoor,Janhvi Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67792d3109444f5a0efda526,67792d3109444f5a0efda527,67792d3109444f5a0efda528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735994667173-moviu poster-Teri Baaton Mein Aisa Uljha Jiya -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735994667174-moviu banner-Teri Baaton Mein Aisa Uljha Jiya -01.png,02:23,"Amit Joshi, Aradhana Sah",,,,,
67792ed109444f5a0efda828,Srikanth,"In a world where the odds are against him, Srikanth defies the norms and makes his way from rural India to becoming the first visually impaired student at MIT.\n",2024-05-10T00:00:00.000Z,Drama,Tushar Hiranandani,0,Rajkummar Rao,Alaya F,Jyothika,Sharad Kelkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,67792ed109444f5a0efda829,67792ed109444f5a0efda82a,67792ed109444f5a0efda82b,67792ed109444f5a0efda82c,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735995082765-moviu poster-Srikanth .png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735995082766-moviu banner-Srikanth -01.png,02:14,"Sumit Purohit, Jagdeep Sidhu, K.K. Benoji",,,,,
67792ed209444f5a0efda82e,Srikanth,"In a world where the odds are against him, Srikanth defies the norms and makes his way from rural India to becoming the first visually impaired student at MIT.\n",2024-05-10T00:00:00.000Z,Drama,Tushar Hiranandani,0,Rajkummar Rao,Alaya F,Jyothika,Sharad Kelkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,67792ed209444f5a0efda82f,67792ed209444f5a0efda830,67792ed209444f5a0efda831,67792ed209444f5a0efda832,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735995088088-moviu poster-Srikanth .png,true,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735995088088-moviu banner-Srikanth -01.png,02:14,"Sumit Purohit, Jagdeep Sidhu, K.K. Benoji",,,,,
6779303009444f5a0efdacf1,Sector 36,"When children from an Indian slum go missing, an ambitious police officer sets out to bring them back. However, a sly killer reveals his dark ways.",2024-09-13T00:00:00.000Z,"Thriller, Drama", Tushar Hiranandani,0,Vikrant Massey,Deepak Dobriyal,Ipshita Chakraborty Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779303009444f5a0efdacf2,6779303009444f5a0efdacf3,6779303009444f5a0efdacf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735995433934-moviu poster-Sector 36-01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735995433935-moviu banner-Sector 36-01.png,02:04,Bodhayan Roychaudhury,,,,,
677931a109444f5a0efdae9a,Kooki,"A teenage girl is traumatised after being sexual assaulted, and is left further in the throes of despair when the justice system fails her.",2024-06-28T00:00:00.000Z,Drama,Pranab J Deka,0,Ritisha Khaund,Bodhisattva Sharma,Devoleena Bhattacharjee,Dipannita Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,677931a109444f5a0efdae9b,677931a109444f5a0efdae9c,677931a109444f5a0efdae9d,677931a109444f5a0efdae9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735995803124-moviu poster-Kooki-01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735995803125-moviu banner-Kooki-01.png,01:55,"Pranab J Deka, Junmoni Devi Khaund, Mrigendra Narayan Konwar, Bishnujyoti Handique",,,,,
677935a309444f5a0efdb6e9,Wild Wild Punjab,"Khanne gets upset after his break-up, but he has friends who encourage him to face this break-up head-on and move on. So they embark on a trip across Punjab to help Khanne find the closure\nhe desires.",2024-07-10T00:00:00.000Z,Comedy,Simarpreet Singh,0,Varun Sharma,Sunny Singh,Manjot Singh,Rose Sardana,Ishita Raj Sharma,Patralekha,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,,,,,,,,,,,,,,,,,,,,,,,,,,677935a309444f5a0efdb6ea,677935a309444f5a0efdb6eb,677935a309444f5a0efdb6ec,677935a309444f5a0efdb6ed,677935a309444f5a0efdb6ee,677935a309444f5a0efdb6ef,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735996828759-moviu poster-Wild Wild Punjab -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735996828760-moviu banner-Wild Wild Punjab -01.png,01:51,Ranjan,,,,,
677937ad09444f5a0efdc23e,Yudhra,A hotheaded ex-prisoner who is released on the condition of working with a drug cartel.,2024-09-20T00:00:00.000Z,"Action, Thriller",Ravi Udyawar,0,Malavika Mohanan,Raghav Juyal,Siddhant Chaturvedi,Ram Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,677937ad09444f5a0efdc23f,677937ad09444f5a0efdc240,677937ad09444f5a0efdc241,677937ad09444f5a0efdc242,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735997351419-moviu poster-Yudhra-01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735997351419-moviu banner-Yudhra-01.png,02:22,"Shridhar Raghavan, Akshat Ghildhial",,,,,
677939a209444f5a0efdc770,The Greatest of All Time,"After years of successful operations, an elite agent suddenly retires, choosing a quiet, ordinary life. However, when a past mission comes back to haunt him, he reunites with his team to prevent a catastrophic disaster.",2024-09-05T00:00:00.000Z,"Action, Science Fiction (Sci-Fi)",Venkat Prabhu,0,Vijay,Meenakshi Chaudhary,Sneha,Prashanth,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,677939a209444f5a0efdc771,677939a209444f5a0efdc772,677939a209444f5a0efdc773,677939a209444f5a0efdc774,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735997851481-moviu poster-The Greatest of All Time -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735997851481-moviu banner-The Greatest of All Time -01.png,03:03,"Venkat Prabhu, K. Chandru, Viji",,,,,
67793e1709444f5a0efde2a6,Devara: Part 1,"A village chief's son secretly continues his father's mission to end smuggling, while pretending to be weak and maintaining the illusion that his father is still alive.",2024-09-10T00:00:00.000Z,"Action, Thriller",Koratala Siva,0,N. T. Rama Rao Jr.,Janhvi Kapoor,Prabhas,Shruti Marathe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,67793e1709444f5a0efde2a7,67793e1709444f5a0efde2a8,67793e1709444f5a0efde2a9,67793e1709444f5a0efde2aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1735998993058-moviu poster-Devara- Part 1 -01.png,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1735998993059-moviu banner-Devara- Part 1 -01.png,02:58,Koratala Siva,,,,,
677cced9015ec47cd36369d6,The Fall Guy,"After leaving the business one year earlier, battle-scarred stuntman Colt Seavers springs back into action when the star of a big studio movie suddenly disappears. As the mystery surrounding the missing actor deepens, Colt soon finds himself ensnared in a sinister plot that pushes him to the edge of a fall more dangerous than any stunt.",2024-05-03T00:00:00.000Z,"Action, Comedy",David Leitch,0,Ryan Gosling,Emily Blunt,Hannah Waddingham,Winston Duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,677cced9015ec47cd36369d7,677cced9015ec47cd36369d8,677cced9015ec47cd36369d9,677cced9015ec47cd36369da,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1736232658931-moviu poster-The Fall Guy -01.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1736232658937-moviu banner-The Fall Guy -01.png,02:06,Drew Pearce,,,,,
677cd05c015ec47cd3636b89,Kingdom of the Planet of the Apes,"Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.",2024-05-10T00:00:00.000Z,"Action, Science Fiction (Sci-Fi)",Wes Ball,0,Freya Allan,Kevin Durand,Owen Teague,Peter Macon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,677cd05c015ec47cd3636b8a,677cd05c015ec47cd3636b8b,677cd05c015ec47cd3636b8c,677cd05c015ec47cd3636b8d,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1736233046350-moviu poster-Kingdom of the Planet of the Apes -01.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1736233046357-moviu banner-Kingdom of the Planet of the Apes -01.png,02:25,"Josh Friedman, Amanda Silver, Rick Jaffa, Patrick Aison",,,,,
677cd19a015ec47cd3636d44,Furiosa: A Mad Max Saga,"Snatched from the Green Place of Many Mothers, young Furiosa gets caught in the crossfire of two tyrannical warlords; as the tyrants fight for dominance, Furiosa soon finds herself in a nonstop battle to make her way home.\n",2024-05-23T00:00:00.000Z,"Action, Adventure",George Miller,0,Elsa Pataky,Chris Hemsworth,Tom Burke,Charlee Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,677cd19a015ec47cd3636d45,677cd19a015ec47cd3636d46,677cd19a015ec47cd3636d47,677cd19a015ec47cd3636d48,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1736233364027-moviu poster-Furiosa- A Mad Max Saga -01.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1736233364027-moviu banner-Furiosa- A Mad Max Saga -01.png,02:28,"George Miller, Nick Lathouris",,,,,
677cd2f2015ec47cd3637299,Challengers,"Tashi, a tennis player turned coach, has transformed her husband from a mediocre player into a world-famous grand slam champion. To jolt him out of his recent losing streak, she makes him play a challenger event -- close to the lowest level of tournament on the pro tour. Tensions soon run high when he finds himself standing across the net from the once-promising, now burnt-out Patrick, his former best friend and Tashi's former boyfriend.",2024-04-26T00:00:00.000Z,"Romance, Sports",Luca Guadagnino,0,Zendaya,Mike Faist,Hailey Gates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677cd2f2015ec47cd363729a,677cd2f2015ec47cd363729b,677cd2f2015ec47cd363729c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1736233707209-moviu poster-Challengers-01.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1736233707214-moviu banner-Challengers-01.png,02:11,Justin Kuritzkes ,,,,,
677cd44d015ec47cd3638a0d,Civil War,"In a dystopian future America, a team of military-embedded journalists races against time to reach Washington, D.C., before rebel factions descend upon the White House.\n",2024-04-26T00:00:00.000Z,"Action, War",Alex Garland,0,Cailee Spaeny,Kirsten Dunst,Wagner Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677cd44d015ec47cd3638a0e,677cd44d015ec47cd3638a0f,677cd44d015ec47cd3638a10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1736234055802-moviu poster-Civil War -01.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1736234055807-moviu banner-Civil War -01.png,01:49," Anthony Russo, Joe Russo, Christopher Markus, Stephen McFeely",,,,,
677cd5c4015ec47cd363a186,Dune: Part Two,"Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he must prevent a terrible future only he can foresee.",2024-03-01T00:00:00.000Z,"Science Fiction (Sci-Fi), Adventure",Denis Villeneuve,0,Austin Butler,Florence Pugh,Timothée Chalamet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677cd5c4015ec47cd363a187,677cd5c4015ec47cd363a188,677cd5c4015ec47cd363a189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1736234430576-moviu poster-Dune- Part Two -01.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1736234430580-moviu banner-Dune- Part Two -01.png,02:46,"Denis Villeneuve, Craig Mazin, Jon Spaihts, Eric Roth",,,,,
677cde86015ec47cd363ecfd,It Ends with Us,"Lily Bloom moves to Boston to chase her lifelong dream of opening her own business. A chance meeting with charming neurosurgeon Ryle Kincaid soon sparks an intense connection, but as the two fall deeply in love, she begins to see sides of Ryle that remind her of her parents' relationship. When Lily's first love, Atlas Corrigan, suddenly reenters her life, her relationship with Ryle gets upended, leaving her with an impossible choice.",2024-08-09T00:00:00.000Z,"Romance, Drama",Justin Baldoni,0,Blake Lively,Justin Baldoni,Brandon Sklenar,Jenny Slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,677cde86015ec47cd363ecfe,677cde86015ec47cd363ecff,677cde86015ec47cd363ed00,677cde86015ec47cd363ed01,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1736236671850-moviu poster-It Ends with Us -01.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1736236671856-moviu banner-It Ends with Us .png,02:11,Justin Louis Baldoni,,,,,
677cdfdd015ec47cd363f273,Rebel Ridge,A former Marine confronts corruption in a small town when local law enforcement unjustly seizes the bag of cash he needs to post his cousin's bail.,2024-09-06T00:00:00.000Z,"Action, Thriller",Jeremy Saulnier,0,Aaron Pierre,AnnaSophia Robb,Don Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677cdfdd015ec47cd363f274,677cdfdd015ec47cd363f275,677cdfdd015ec47cd363f276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1736237014193-moviu poster-Rebel Ridge -01.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1736237014199-moviu banner-Rebel Ridge -01.png,02:11,Jeremy Saulnier,,,,,
677ce142015ec47cd363f431,Wolfs,"Hired to cover up a high-profile crime, a fixer soon finds his night spiralling out of control when he's forced to work with an unexpected counterpart.",2024-09-01T00:00:00.000Z,Thriller,Jon Watts,0,Brad Pitt,George Clooney,Austin Abrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677ce142015ec47cd363f432,677ce142015ec47cd363f433,677ce142015ec47cd363f434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1736237374148-moviu poster-Wolfs -01.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1736237374153-moviu banner-Wolfs -01.png,01:48,Jon Watts,,,,,
